num,tot_nodes,lf_nodes,unconn_nodes,stale_entries,tot_par_sw,elap_time,dao_sent,dao_rcvd,npdao_sent,npdao_rcvd,dco_sent,dco_rcvd,udp_sent,udp_rcvd
1,100,47,0,79,111,120,358,2091,169,502,0,0,151,151
2,100,47,2,85,116,160,386,2241,196,528,0,0,207,201
3,100,46,0,86,121,200,394,2306,199,537,0,0,269,262
4,100,46,0,82,121,240,402,2348,203,541,0,0,329,320
5,100,46,0,82,121,279,429,2476,203,541,0,0,383,375
6,100,46,18,190,126,319,439,2516,211,546,0,0,435,400
7,100,45,41,531,200,359,588,3252,287,695,0,0,492,452
8,100,44,15,537,211,399,631,3550,322,785,0,0,548,506
9,100,44,12,485,212,439,640,3600,372,845,0,0,612,569
10,100,44,10,437,212,479,655,3709,400,878,0,0,652,607
11,100,44,6,436,214,519,674,3813,401,878,0,0,711,667
12,100,44,3,428,214,558,687,3907,403,880,0,0,766,722
13,100,44,0,422,214,598,706,4024,403,880,0,0,843,795
14,100,44,0,392,214,639,710,4044,452,929,0,0,899,849
15,100,44,0,341,216,679,719,4106,542,1031,0,0,956,906
16,100,42,4,308,224,719,742,4236,588,1073,0,0,1017,962
17,100,44,1,252,227,759,756,4311,641,1125,0,0,1073,1014
18,100,43,0,197,230,799,775,4423,679,1161,0,0,1140,1079
19,100,43,1,188,231,839,799,4555,711,1192,0,0,1186,1125
20,100,43,9,207,235,880,825,4697,750,1228,0,0,1248,1185
21,100,42,3,172,235,920,846,4838,756,1236,0,0,1310,1244
22,100,42,1,81,235,961,850,4858,846,1339,0,0,1378,1310
23,100,42,1,54,235,1001,857,4899,867,1353,0,0,1440,1374
24,100,41,3,69,237,1042,871,5003,869,1353,0,0,1507,1437
25,100,42,5,86,239,1082,885,5094,873,1355,0,0,1565,1493
26,100,42,4,82,239,1122,896,5174,875,1357,0,0,1619,1547
27,100,42,2,70,240,1163,914,5278,885,1368,0,0,1691,1617
28,100,42,2,61,240,1204,932,5374,886,1369,0,0,1748,1668
29,100,41,6,102,245,1245,963,5571,898,1376,0,0,1813,1731
30,100,42,5,83,245,1285,979,5678,913,1388,0,0,1872,1789
31,100,42,4,76,246,1326,986,5709,914,1389,0,0,1932,1847
32,100,42,1,61,246,1367,995,5777,916,1391,0,0,1990,1903
33,100,42,7,104,248,1407,1014,5907,927,1398,0,0,2047,1960
34,100,42,4,87,252,1448,1027,5985,941,1402,0,0,2109,2018
35,100,42,4,87,253,1489,1041,6055,947,1407,0,0,2172,2077
36,100,41,40,157,254,1530,1057,6139,957,1415,0,0,2230,2134
37,100,41,33,148,254,1571,1073,6254,959,1417,0,0,2300,2206
38,100,41,24,139,254,1612,1090,6359,966,1424,0,0,2359,2264
39,100,41,17,125,254,1652,1100,6417,966,1424,0,0,2411,2315
40,100,41,15,117,254,1693,1105,6455,975,1434,0,0,2463,2369
41,100,41,11,97,254,1735,1118,6552,988,1446,0,0,2526,2432
42,100,41,8,74,254,1776,1132,6652,1008,1466,0,0,2587,2490
43,100,41,3,54,254,1817,1148,6732,1030,1488,0,0,2659,2563
44,100,42,0,36,255,1858,1164,6827,1043,1510,0,0,2725,2629
45,100,42,0,26,255,1899,1175,6914,1051,1516,0,0,2782,2688
46,100,42,0,22,255,1941,1198,7060,1055,1520,0,0,2848,2752
47,100,42,0,13,255,1982,1210,7118,1063,1528,0,0,2913,2819
48,100,42,0,11,255,2023,1221,7166,1065,1530,0,0,2972,2877
49,100,42,0,9,255,2064,1232,7249,1068,1534,0,0,3032,2938
50,100,42,0,0,255,2105,1246,7340,1076,1541,0,0,3091,2997
51,100,42,0,0,255,2147,1258,7416,1076,1541,0,0,3143,3048
52,100,42,0,0,255,2188,1275,7511,1076,1541,0,0,3208,3114
53,100,42,0,0,255,2229,1291,7616,1076,1541,0,0,3274,3180
54,100,42,0,0,255,2271,1303,7700,1076,1541,0,0,3342,3246
55,100,41,0,6,256,2312,1322,7802,1077,1549,0,0,3394,3299
56,100,41,0,0,256,2353,1335,7886,1083,1556,0,0,3472,3375
57,100,41,0,0,256,2395,1349,7976,1083,1556,0,0,3537,3441
58,100,41,0,0,256,2436,1359,8041,1083,1556,0,0,3588,3491
59,100,41,0,0,256,2478,1367,8090,1083,1556,0,0,3653,3558
60,100,41,0,0,256,2519,1383,8192,1083,1556,0,0,3716,3618
