num,tot_nodes,lf_nodes,unconn_nodes,stale_entries,tot_par_sw,elap_time,dao_sent,dao_rcvd,npdao_sent,npdao_rcvd,dco_sent,dco_rcvd,udp_sent,udp_rcvd
1,100,43,2,115,57,120,335,1933,112,300,0,0,149,149
2,100,42,4,131,64,160,365,2130,143,373,0,0,209,208
3,100,44,6,140,65,200,375,2215,158,399,0,0,259,260
4,100,45,3,118,67,240,396,2345,173,419,0,0,314,314
5,100,43,1,119,69,280,428,2511,184,445,0,0,372,374
6,100,43,1,115,69,320,432,2535,194,462,0,0,427,426
7,100,44,1,112,70,360,438,2579,194,462,0,0,483,484
8,100,44,0,106,70,400,445,2613,198,467,0,0,543,542
9,100,44,0,106,70,440,464,2731,198,467,0,0,609,608
10,100,44,0,106,70,480,485,2850,198,467,0,0,659,658
11,100,44,0,106,70,520,509,2973,198,467,0,0,720,719
12,100,44,0,106,70,560,529,3100,198,467,0,0,787,787
13,100,44,0,106,70,600,544,3216,198,467,0,0,853,850
14,100,44,0,70,70,641,553,3278,245,515,0,0,916,915
15,100,44,0,42,70,681,556,3296,275,545,0,0,968,965
16,100,44,0,22,70,721,568,3383,283,556,0,0,1024,1023
17,100,44,0,3,70,761,584,3468,301,574,0,0,1096,1095
18,100,44,0,0,70,802,594,3529,304,577,0,0,1142,1141
19,100,44,0,0,70,842,619,3663,304,577,0,0,1209,1207
20,100,44,0,0,70,883,642,3788,304,577,0,0,1271,1269
21,100,44,0,0,70,923,671,3980,304,577,0,0,1328,1323
22,100,44,0,0,70,964,689,4092,304,577,0,0,1382,1381
23,100,44,0,0,70,1005,702,4181,304,577,0,0,1444,1443
24,100,44,0,0,70,1045,712,4258,304,577,0,0,1516,1516
25,100,44,0,0,70,1086,720,4301,304,577,0,0,1578,1577
26,100,44,0,0,70,1127,731,4372,304,577,0,0,1645,1643
27,100,44,0,0,70,1167,748,4458,304,577,0,0,1707,1707
28,100,44,0,0,70,1208,760,4528,304,577,0,0,1768,1766
29,100,44,0,0,70,1249,781,4658,304,577,0,0,1827,1825
30,100,44,0,0,70,1290,795,4770,304,577,0,0,1891,1888
31,100,42,17,74,72,1331,817,4907,307,586,0,0,1957,1953
32,100,42,15,67,72,1372,833,5006,310,589,0,0,2009,2007
33,100,42,13,65,72,1412,839,5051,310,589,0,0,2074,2071
34,100,42,10,59,72,1453,851,5128,311,594,0,0,2131,2129
35,100,43,13,90,73,1494,869,5219,311,594,0,0,2209,2207
36,100,43,13,87,73,1535,880,5296,314,597,0,0,2260,2262
37,100,43,10,76,73,1575,896,5376,314,597,0,0,2332,2334
38,100,43,9,72,73,1616,908,5455,316,599,0,0,2393,2392
39,100,43,4,50,73,1657,930,5614,318,601,0,0,2454,2456
40,100,43,4,48,73,1698,945,5703,320,603,0,0,2517,2518
41,100,43,3,43,73,1739,953,5751,323,608,0,0,2587,2588
42,100,43,1,36,73,1781,965,5829,326,609,0,0,2655,2652
43,100,43,0,33,73,1822,986,5952,327,610,0,0,2720,2719
44,100,43,0,30,73,1863,1002,6064,330,614,0,0,2785,2783
45,100,43,0,24,73,1904,1012,6113,338,622,0,0,2843,2845
46,100,43,0,21,73,1945,1025,6191,340,625,0,0,2901,2903
47,100,43,0,17,73,1987,1046,6318,343,629,0,0,2959,2958
48,100,43,0,10,73,2028,1061,6413,350,637,0,0,3020,3021
49,100,43,0,1,73,2070,1068,6456,359,647,0,0,3093,3091
50,100,43,0,0,73,2111,1081,6537,360,648,0,0,3161,3159
51,100,43,0,0,73,2153,1095,6634,360,648,0,0,3222,3219
52,100,43,0,0,73,2194,1109,6725,360,648,0,0,3279,3280
53,100,43,0,0,73,2235,1121,6795,360,648,0,0,3347,3345
54,100,43,0,0,73,2277,1135,6875,360,648,0,0,3408,3409
55,100,43,0,0,73,2318,1151,6968,360,648,0,0,3473,3472
56,100,43,0,0,73,2360,1163,7048,360,648,0,0,3535,3536
57,100,43,0,0,73,2401,1173,7113,360,648,0,0,3600,3600
58,100,43,0,0,73,2443,1190,7215,360,648,0,0,3661,3658
59,100,43,0,0,73,2485,1197,7279,360,648,0,0,3719,3719
60,100,42,13,31,74,2526,1217,7397,361,650,0,0,3782,3782
