num,tot_nodes,lf_nodes,unconn_nodes,stale_entries,tot_par_sw,elap_time,dao_sent,dao_rcvd,npdao_sent,npdao_rcvd,dco_sent,dco_rcvd,udp_sent,udp_rcvd
1,100,51,2,8,78,120,273,1550,0,0,53,196,165,163
2,100,51,2,8,79,160,283,1604,0,0,54,199,222,218
3,100,51,2,8,79,200,284,1611,0,0,54,199,287,285
4,100,51,2,8,79,240,292,1651,0,0,54,199,348,346
5,100,51,1,8,79,279,317,1769,0,0,54,199,407,404
6,100,51,1,8,79,319,317,1769,0,0,54,199,472,470
7,100,51,0,1,79,360,336,1916,0,0,55,203,519,516
8,100,51,0,1,80,400,362,2091,0,0,58,212,579,577
9,100,51,0,1,80,440,384,2230,0,0,58,212,636,632
10,100,51,0,1,80,480,398,2316,0,0,58,212,697,696
11,100,51,2,15,83,520,429,2464,0,0,63,228,761,760
12,100,49,8,57,90,560,460,2687,0,0,77,270,821,821
13,100,49,4,33,93,600,474,2801,0,0,84,288,879,879
14,100,49,0,0,95,640,485,2880,1,1,88,300,936,933
15,100,49,0,0,95,681,487,2905,1,1,88,300,992,992
16,100,47,3,23,97,721,504,3032,1,1,92,315,1045,1043
17,100,47,0,0,97,761,516,3092,1,1,92,315,1108,1107
18,100,47,4,28,99,801,537,3230,1,1,96,333,1170,1169
19,100,47,1,7,99,842,567,3413,1,1,96,333,1232,1231
20,100,47,0,0,100,882,593,3547,1,1,98,339,1282,1282
21,100,47,0,0,100,923,612,3666,1,1,98,339,1342,1342
22,100,47,0,0,100,963,619,3702,1,1,98,339,1426,1426
23,100,47,0,0,100,1004,625,3745,1,1,98,339,1490,1483
24,100,47,0,0,100,1044,644,3853,1,1,98,339,1543,1541
25,100,47,0,0,100,1085,653,3927,1,1,98,339,1607,1607
26,100,47,0,0,101,1125,665,4010,1,1,100,345,1676,1674
27,100,47,0,0,101,1166,685,4120,1,1,100,345,1725,1722
28,100,47,0,0,101,1207,702,4232,1,1,100,345,1778,1778
29,100,47,0,0,101,1248,715,4302,1,1,100,345,1834,1832
30,100,47,0,0,101,1288,726,4372,1,1,100,345,1887,1886
31,100,47,0,0,101,1329,732,4417,1,1,100,345,1948,1945
32,100,47,1,0,101,1370,747,4504,1,1,100,345,2012,2010
33,100,47,1,9,102,1411,759,4589,1,1,101,348,2077,2077
34,100,46,0,0,102,1452,768,4659,1,1,101,348,2141,2138
35,100,46,0,0,102,1493,787,4770,1,1,101,348,2204,2201
36,100,46,0,0,102,1534,803,4869,1,1,101,348,2272,2269
37,100,46,0,0,102,1575,815,4922,1,1,101,348,2327,2327
38,100,46,0,0,102,1616,828,5028,1,1,101,348,2400,2398
39,100,46,0,0,102,1657,846,5129,1,1,101,348,2459,2454
40,100,46,0,0,102,1698,856,5210,1,1,101,348,2532,2530
41,100,46,0,0,102,1739,869,5284,1,1,101,348,2598,2597
42,100,46,0,0,102,1780,881,5355,1,1,101,348,2664,2663
43,100,46,0,0,102,1821,896,5447,1,1,101,348,2727,2724
44,100,46,0,0,102,1862,914,5552,1,1,101,348,2779,2777
45,100,46,0,0,102,1904,922,5590,1,1,101,348,2824,2823
46,100,46,0,0,102,1945,935,5681,1,1,101,348,2884,2883
47,100,46,0,0,102,1986,961,5828,1,1,101,348,2944,2945
48,100,46,0,0,102,2028,982,5964,1,1,101,348,3003,3004
49,100,46,0,0,102,2069,994,6032,1,1,101,348,3078,3078
50,100,46,0,0,102,2110,1002,6091,1,1,101,348,3134,3132
51,100,46,0,0,102,2152,1012,6161,1,1,101,348,3199,3199
52,100,46,0,0,102,2193,1020,6209,1,1,101,348,3265,3266
53,100,46,0,0,102,2234,1028,6252,1,1,101,348,3333,3333
54,100,46,0,0,102,2276,1044,6341,1,1,101,348,3401,3400
55,100,46,0,0,102,2317,1068,6496,1,1,101,348,3458,3457
56,100,46,0,0,102,2359,1089,6621,1,1,101,348,3523,3521
57,100,46,0,0,102,2400,1099,6689,1,1,101,348,3585,3585
58,100,46,0,0,102,2442,1108,6744,1,1,101,348,3647,3645
59,100,46,0,0,102,2483,1118,6824,1,1,101,348,3712,3710
60,100,46,0,0,102,2525,1127,6878,1,1,101,348,3772,3771
