num,tot_nodes,lf_nodes,unconn_nodes,stale_entries,tot_par_sw,elap_time,dao_sent,dao_rcvd,npdao_sent,npdao_rcvd,dco_sent,dco_rcvd,udp_sent,udp_rcvd
1,50,26,0,12,36,60,147,630,36,132,0,0,20,20
2,50,26,0,2,36,90,161,686,46,138,0,0,41,31
3,50,27,17,65,41,120,179,756,53,145,0,0,61,47
4,50,27,9,91,57,149,220,901,69,167,0,0,84,66
5,50,27,5,95,60,179,227,939,72,172,0,0,108,88
6,50,27,8,100,63,208,231,950,86,180,0,0,132,110
7,50,28,2,100,73,238,253,1039,99,202,0,0,157,133
8,50,27,0,96,76,268,265,1064,103,203,0,0,173,146
9,50,25,0,101,79,297,276,1118,113,218,0,0,201,170
10,50,26,1,107,80,327,280,1126,116,227,0,0,214,184
11,50,25,0,99,84,357,291,1185,122,238,0,0,233,202
12,50,25,4,122,88,386,299,1230,126,251,0,0,252,219
13,50,24,0,109,88,416,305,1251,126,251,0,0,280,246
14,50,24,0,106,88,446,310,1280,129,254,0,0,301,267
15,50,25,0,107,89,475,322,1328,130,259,0,0,326,291
16,50,25,0,107,89,505,324,1337,130,259,0,0,350,314
17,50,26,4,128,90,535,332,1370,134,262,0,0,373,334
18,50,25,0,116,90,564,337,1399,134,262,0,0,394,355
19,50,26,0,117,91,594,344,1438,135,268,0,0,414,375
20,50,26,0,117,91,623,348,1457,135,268,0,0,437,398
21,50,26,0,83,91,653,350,1469,173,307,0,0,458,418
22,50,26,0,75,91,683,353,1484,177,310,0,0,486,446
23,50,26,0,67,91,712,359,1508,186,319,0,0,506,466
24,50,26,0,51,91,742,362,1520,204,338,0,0,535,496
25,50,26,0,34,91,772,372,1562,218,351,0,0,556,517
26,50,26,0,33,91,801,375,1571,219,352,0,0,577,538
27,50,26,0,33,91,831,378,1584,224,360,0,0,590,550
28,50,26,0,16,91,861,390,1633,236,369,0,0,614,575
29,50,26,0,16,91,890,398,1673,236,369,0,0,638,599
30,50,26,0,16,91,920,403,1698,236,369,0,0,658,619
31,50,26,0,13,91,949,410,1733,239,372,0,0,680,641
32,50,26,0,6,91,979,414,1757,246,379,0,0,699,660
33,50,26,0,0,91,1009,418,1781,252,385,0,0,721,682
34,50,26,0,0,91,1038,420,1787,252,385,0,0,741,702
35,50,26,0,0,91,1068,426,1819,252,385,0,0,769,729
36,50,26,0,0,91,1098,426,1819,252,385,0,0,786,747
37,50,26,0,0,91,1127,431,1837,252,385,0,0,804,765
38,50,26,0,0,91,1157,437,1865,252,385,0,0,827,788
39,50,26,0,0,91,1187,445,1897,252,385,0,0,849,811
40,50,26,0,0,91,1216,452,1926,252,385,0,0,868,829
41,50,26,0,0,91,1246,463,1975,252,385,0,0,893,854
42,50,26,0,0,91,1276,469,2006,252,385,0,0,906,867
43,50,25,0,4,92,1305,473,2025,253,392,0,0,929,891
44,50,25,0,4,92,1335,474,2031,253,392,0,0,954,916
45,50,25,0,0,92,1365,479,2057,257,396,0,0,981,943
46,50,25,0,0,92,1395,479,2057,257,396,0,0,1009,971
47,50,25,1,7,93,1424,482,2071,258,403,0,0,1028,989
48,50,25,0,5,93,1454,485,2087,258,403,0,0,1049,1011
49,50,25,0,0,93,1484,492,2120,263,408,0,0,1069,1030
50,50,26,0,5,94,1514,498,2145,264,415,0,0,1089,1051
51,50,26,0,5,94,1543,505,2173,264,415,0,0,1108,1070
52,50,26,0,0,94,1573,513,2211,269,420,0,0,1134,1095
53,50,26,0,0,94,1603,521,2243,269,420,0,0,1154,1116
54,50,26,0,0,94,1633,523,2252,269,420,0,0,1174,1136
55,50,26,0,0,94,1662,525,2264,269,420,0,0,1198,1160
56,50,26,0,0,94,1692,529,2282,269,420,0,0,1222,1184
57,50,26,0,0,94,1722,531,2291,269,420,0,0,1232,1193
58,50,26,0,0,94,1752,535,2311,269,420,0,0,1254,1216
59,50,26,0,0,94,1781,538,2326,269,420,0,0,1283,1243
60,50,26,0,0,94,1811,544,2353,269,420,0,0,1304,1266
