num,tot_nodes,lf_nodes,unconn_nodes,stale_entries,tot_par_sw,elap_time,dao_sent,dao_rcvd,npdao_sent,npdao_rcvd,dco_sent,dco_rcvd,udp_sent,udp_rcvd
1,50,24,0,26,35,60,146,627,35,144,0,0,26,26
2,50,24,0,8,35,90,159,683,53,159,0,0,50,46
3,50,25,1,9,37,120,173,734,63,170,0,0,67,64
4,50,25,0,6,38,149,191,793,64,170,0,0,84,76
5,50,25,10,57,40,179,200,824,68,174,0,0,103,90
6,50,23,11,70,43,209,209,860,70,180,0,0,123,105
7,50,24,10,78,45,239,218,889,77,189,0,0,150,127
8,50,23,7,72,54,269,238,948,87,196,0,0,177,153
9,50,25,2,71,56,299,247,1007,94,216,0,0,197,173
10,50,23,2,75,57,329,248,1013,96,227,0,0,216,191
11,50,24,1,63,58,359,249,1020,107,240,0,0,241,215
12,50,24,1,60,58,389,251,1027,112,245,0,0,258,229
13,50,24,1,58,60,418,254,1034,114,245,0,0,280,249
14,50,25,1,62,60,448,262,1070,114,245,0,0,303,272
15,50,25,3,75,62,478,272,1102,117,246,0,0,332,297
16,50,25,1,73,63,508,278,1130,117,246,0,0,349,315
17,50,26,1,80,64,538,287,1174,119,247,0,0,376,340
18,50,25,0,77,64,567,291,1198,119,247,0,0,396,360
19,50,25,0,77,64,598,300,1239,119,247,0,0,419,383
20,50,25,0,76,64,627,306,1276,120,248,0,0,441,405
21,50,25,0,47,64,657,311,1306,149,279,0,0,459,422
22,50,25,0,30,64,687,313,1317,166,302,0,0,486,450
23,50,25,0,29,64,717,316,1320,167,303,0,0,507,471
24,50,25,0,21,64,747,319,1330,175,311,0,0,531,494
25,50,25,0,21,64,777,321,1336,177,313,0,0,554,518
26,50,25,0,17,64,807,328,1370,179,319,0,0,576,540
27,50,25,0,11,64,837,336,1404,185,325,0,0,596,558
28,50,25,0,7,64,867,343,1428,190,328,0,0,615,579
29,50,25,0,6,64,897,353,1471,190,328,0,0,641,605
30,50,25,0,6,64,927,359,1505,190,328,0,0,665,629
31,50,25,0,6,64,957,364,1529,190,328,0,0,690,654
32,50,25,0,6,64,987,371,1573,190,328,0,0,720,683
33,50,25,0,6,64,1017,372,1580,190,328,0,0,746,710
34,50,25,0,6,64,1047,374,1590,190,328,0,0,766,730
35,50,25,0,6,64,1077,377,1603,191,334,0,0,788,751
36,50,25,0,0,64,1107,384,1634,196,334,0,0,812,775
37,50,25,0,0,64,1137,387,1651,196,334,0,0,832,796
38,50,25,0,0,64,1167,393,1673,196,334,0,0,852,815
39,50,25,0,0,64,1197,400,1702,196,334,0,0,870,834
40,50,25,0,0,64,1227,410,1738,196,334,0,0,899,863
41,50,25,0,0,64,1257,416,1771,196,334,0,0,927,889
42,50,26,1,12,65,1286,420,1793,197,340,0,0,948,911
43,50,26,0,9,65,1317,424,1817,197,340,0,0,964,928
44,50,26,0,6,65,1346,425,1825,200,343,0,0,985,949
45,50,26,0,6,65,1376,426,1829,200,343,0,0,1010,974
46,50,26,0,6,65,1407,428,1838,200,343,0,0,1027,989
47,50,26,0,6,65,1437,432,1859,200,343,0,0,1046,1010
48,50,26,0,6,65,1467,436,1875,200,343,0,0,1066,1030
49,50,26,0,6,65,1497,442,1899,200,343,0,0,1088,1052
50,50,26,0,6,65,1527,451,1934,200,343,0,0,1111,1075
51,50,26,0,6,65,1557,458,1962,200,343,0,0,1132,1096
52,50,26,0,4,65,1587,467,2012,202,346,0,0,1150,1113
53,50,26,0,4,65,1617,471,2035,202,346,0,0,1174,1138
54,50,26,0,3,65,1647,478,2069,203,347,0,0,1193,1157
55,50,26,0,3,65,1677,481,2085,203,347,0,0,1217,1181
56,50,26,0,3,65,1707,482,2090,203,347,0,0,1242,1206
57,50,26,0,0,65,1737,484,2097,206,350,0,0,1265,1229
58,50,26,0,0,65,1767,489,2122,206,350,0,0,1286,1248
59,50,26,0,0,65,1797,493,2133,206,350,0,0,1309,1273
60,50,26,0,0,65,1827,500,2166,206,350,0,0,1329,1293
