num,tot_nodes,lf_nodes,unconn_nodes,stale_entries,tot_par_sw,elap_time,dao_sent,dao_rcvd,npdao_sent,npdao_rcvd,dco_sent,dco_rcvd,udp_sent,udp_rcvd
1,50,27,0,0,26,60,149,642,0,0,19,56,23,23
2,50,26,0,1,27,90,158,669,0,0,19,56,43,39
3,50,26,3,20,29,120,169,703,0,0,23,62,63,58
4,50,25,0,5,29,149,184,757,0,0,23,62,88,82
5,50,25,0,5,30,179,184,757,0,0,23,62,112,103
6,50,25,1,16,32,209,194,790,0,0,28,62,141,123
7,50,24,10,63,48,239,222,868,4,2,37,71,159,135
8,50,25,8,75,56,268,247,985,14,22,45,87,184,159
9,50,24,1,52,57,298,262,1058,15,22,50,89,203,177
10,50,24,0,48,57,328,263,1066,15,22,51,91,222,195
11,50,24,0,49,58,357,265,1079,15,22,52,95,242,214
12,50,24,1,55,59,387,270,1104,15,22,54,97,266,235
13,50,24,2,61,60,417,275,1116,15,22,55,98,288,255
14,50,24,3,72,62,446,282,1156,15,22,60,99,308,273
15,50,24,2,68,63,476,294,1204,15,22,61,99,339,299
16,50,25,1,60,65,506,299,1226,16,24,64,102,360,318
17,50,26,3,74,69,536,311,1287,16,24,69,117,383,340
18,50,25,1,61,69,565,313,1301,17,25,69,117,414,370
19,50,25,1,61,69,595,316,1317,17,25,69,117,435,392
20,50,25,0,61,69,625,324,1360,17,25,69,117,465,421
21,50,25,0,31,69,655,328,1377,47,56,69,117,482,439
22,50,25,0,31,69,685,330,1397,47,56,69,117,509,465
23,50,25,0,31,69,714,336,1410,47,56,69,117,535,491
24,50,25,0,23,69,744,338,1422,55,64,69,117,560,517
25,50,25,0,23,69,774,344,1439,55,64,69,117,584,541
26,50,25,0,23,69,803,348,1455,55,64,69,117,609,566
27,50,25,0,19,69,833,352,1478,59,68,69,117,626,583
28,50,25,0,12,69,863,364,1520,67,76,69,117,645,602
29,50,25,0,5,69,892,374,1569,73,82,69,117,665,622
30,50,25,0,4,69,922,381,1599,74,83,69,117,685,642
31,50,25,0,4,69,951,386,1621,74,83,69,117,709,666
32,50,25,0,4,69,981,390,1644,74,83,69,117,729,686
33,50,25,0,4,69,1011,392,1657,74,83,69,117,753,710
34,50,25,0,3,69,1040,398,1685,75,84,69,117,771,726
35,50,25,0,1,69,1070,404,1719,77,86,69,117,794,750
36,50,25,0,0,69,1100,406,1724,78,87,69,117,818,774
37,50,25,0,0,69,1129,413,1762,78,87,69,117,844,801
38,50,25,0,0,69,1159,418,1784,78,87,69,117,865,820
39,50,25,0,0,69,1189,428,1821,78,87,69,117,888,844
40,50,25,0,0,69,1219,435,1851,78,87,69,117,908,865
41,50,25,0,0,69,1248,437,1860,78,87,69,117,934,890
42,50,25,0,0,69,1278,441,1874,78,87,69,117,948,905
43,50,25,0,0,69,1307,445,1897,78,87,69,117,971,928
44,50,25,0,0,69,1337,446,1903,78,87,69,117,993,949
45,50,25,0,0,69,1367,448,1915,78,87,69,117,1011,966
46,50,25,0,0,69,1396,454,1944,78,87,69,117,1035,992
47,50,25,0,0,69,1426,459,1970,78,87,69,117,1061,1018
48,50,25,0,0,69,1456,463,1990,78,87,69,117,1090,1047
49,50,25,0,0,69,1485,468,2006,78,87,69,117,1109,1065
50,50,25,0,0,69,1515,478,2048,78,87,69,117,1137,1092
51,50,23,9,28,72,1545,488,2083,78,87,75,128,1160,1115
52,50,23,9,28,72,1574,493,2104,78,87,75,128,1180,1134
53,50,23,9,28,72,1604,495,2110,78,87,75,128,1197,1152
54,50,23,9,28,72,1634,500,2133,78,87,75,128,1221,1176
55,50,23,8,26,72,1664,502,2147,78,87,76,129,1246,1201
56,50,23,7,24,72,1693,504,2162,78,87,78,131,1263,1216
57,50,23,6,26,73,1723,511,2189,78,87,80,135,1284,1239
58,50,22,4,18,73,1753,516,2220,78,87,81,136,1310,1263
59,50,22,3,15,73,1783,520,2245,79,88,83,138,1333,1288
60,50,22,1,11,73,1812,525,2259,79,88,84,139,1353,1308
